Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Locations,Chrome 70.0.3538.110,,2018-11-30 13:02:34,2018-11-30 13:03:56,1m - 21.797s,PASSED
,,,,,,
Test Cases/CheckResoucesAsPerLocation/checkLocation,Chrome 70.0.3538.110,,2018-11-30 13:02:34,2018-11-30 13:03:55,1m - 20.640s,PASSED
openBrowser(URL),Chrome 70.0.3538.110,,2018-11-30 13:02:35,2018-11-30 13:02:55,19.977s,PASSED
maximizeWindow(),Chrome 70.0.3538.110,,2018-11-30 13:02:55,2018-11-30 13:02:56,1.193s,PASSED
"setText(findTestObject(""TestUserLocation/login_Username""), UserName)",Chrome 70.0.3538.110,,2018-11-30 13:02:56,2018-11-30 13:03:00,3.984s,PASSED
"setText(findTestObject(""TestUserLocation/login_Password""), Password)",Chrome 70.0.3538.110,,2018-11-30 13:03:00,2018-11-30 13:03:00,0.176s,PASSED
AdminTool_Location.setLocationName(),Chrome 70.0.3538.110,,2018-11-30 13:03:00,2018-11-30 13:03:02,1.282s,PASSED
"click(findTestObject(""TestUserLocation/login_Button""))",Chrome 70.0.3538.110,,2018-11-30 13:03:02,2018-11-30 13:03:03,1.852s,PASSED
Thread.sleep(4000),Chrome 70.0.3538.110,,2018-11-30 13:03:03,2018-11-30 13:03:07,4.004s,PASSED
AdminTool_Location.setLocationNameInLocation(),Chrome 70.0.3538.110,,2018-11-30 13:03:07,2018-11-30 13:03:08,0.089s,PASSED
"click(findTestObject(""TestUserLocation/mainmenu_button""))",Chrome 70.0.3538.110,,2018-11-30 13:03:08,2018-11-30 13:03:14,6.345s,PASSED
"click(findTestObject(""TestUserLocation/adminTool""))",Chrome 70.0.3538.110,,2018-11-30 13:03:14,2018-11-30 13:03:14,0.098s,PASSED
"click(findTestObject(""TestUserLocation/mainMenuResourceDesigner""))",Chrome 70.0.3538.110,,2018-11-30 13:03:14,2018-11-30 13:03:14,0.274s,PASSED
Thread.sleep(4000),Chrome 70.0.3538.110,,2018-11-30 13:03:14,2018-11-30 13:03:18,4.001s,PASSED
"click(findTestObject(""TestUserLocation/locations""))",Chrome 70.0.3538.110,,2018-11-30 13:03:18,2018-11-30 13:03:18,0.100s,PASSED
Thread.sleep(4000),Chrome 70.0.3538.110,,2018-11-30 13:03:18,2018-11-30 13:03:22,4.022s,PASSED
refresh(),Chrome 70.0.3538.110,,2018-11-30 13:03:22,2018-11-30 13:03:22,0.002s,NOT_RUN
Thread.sleep(4000),Chrome 70.0.3538.110,,2018-11-30 13:03:22,2018-11-30 13:03:22,0.001s,NOT_RUN
"click(findTestObject(""TestUserLocation/categories""))",Chrome 70.0.3538.110,,2018-11-30 13:03:22,2018-11-30 13:03:22,0.120s,PASSED
Thread.sleep(2000),Chrome 70.0.3538.110,,2018-11-30 13:03:22,2018-11-30 13:03:24,2.000s,PASSED
