Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MyTest,Chrome 72.0.3626.121,,2019-03-07 11:44:12,2019-03-07 11:58:32,14m - 20.348s,PASSED
,,,,,,
Test Cases/Forms/AuditForm/1_CreateForm,Chrome 72.0.3626.121,,2019-03-07 11:44:12,2019-03-07 11:46:29,2m - 17.048s,PASSED
openBrowser(URL),Chrome 72.0.3626.121,,2019-03-07 11:44:13,2019-03-07 11:44:52,39.479s,PASSED
maximizeWindow(),Chrome 72.0.3626.121,,2019-03-07 11:44:52,2019-03-07 11:44:54,1.199s,PASSED
"setText(findTestObject(""Form_Selection_Creation/login_Username""), UserName)",Chrome 72.0.3626.121,,2019-03-07 11:44:54,2019-03-07 11:44:56,2.311s,PASSED
"setText(findTestObject(""Form_Selection_Creation/login_Password""), Password)",Chrome 72.0.3626.121,,2019-03-07 11:44:56,2019-03-07 11:44:56,0.142s,PASSED
FormName.setData(),Chrome 72.0.3626.121,,2019-03-07 11:44:56,2019-03-07 11:44:57,1.151s,PASSED
"click(findTestObject(""Form_Selection_Creation/login_Button""))",Chrome 72.0.3626.121,,2019-03-07 11:44:57,2019-03-07 11:44:59,2.204s,PASSED
Thread.sleep(3000),Chrome 72.0.3626.121,,2019-03-07 11:44:59,2019-03-07 11:45:02,3.012s,PASSED
"click(findTestObject(""Form_Selection_Creation/mainMenu_Button""))",Chrome 72.0.3626.121,,2019-03-07 11:45:02,2019-03-07 11:45:04,1.441s,PASSED
"click(findTestObject(""Form_Selection_Creation/mainMenu_AdminTools""))",Chrome 72.0.3626.121,,2019-03-07 11:45:04,2019-03-07 11:45:04,0.133s,PASSED
"click(findTestObject(""Form_Selection_Creation/mainMenu_AdminTools_FormDesigner""))",Chrome 72.0.3626.121,,2019-03-07 11:45:04,2019-03-07 11:45:04,0.367s,PASSED
Thread.sleep(2000),Chrome 72.0.3626.121,,2019-03-07 11:45:04,2019-03-07 11:45:06,2.002s,PASSED
"click(findTestObject(""Form_Selection_Creation/selectAuditForm""))",Chrome 72.0.3626.121,,2019-03-07 11:45:06,2019-03-07 11:45:07,0.128s,PASSED
Thread.sleep(3000),Chrome 72.0.3626.121,,2019-03-07 11:45:07,2019-03-07 11:45:10,3.001s,PASSED
